role,model,fixture_id,variant_id,repeat_idx,zero_tolerance_type,expected,model_output,raw_output_path,parsed_output_path
conflict_explainer,openai:gpt-5.5,conflict_employment_transition,context,0,silent_high_confidence_overwrite,"{""conflict_classification"": ""supersedes"", ""must_include"": [""left Goldman"", ""Point72""], ""must_not_include"": [""duplicate""], ""safe_action_space"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}","{""answer"": ""There is a conflict between the current memory, “Sam works at Goldman,” and the new information, “Sam left Goldman and joined Point72.” If the new statement is accurate and should replace the current employment memory, choose approve_supersession. If both statements should remain because they refer to different times, roles, or there is uncertainty, choose keep_both. If the new statement is incorrect or should not be stored, choose reject_new. If the wording needs clarification before saving, choose edit."", ""citations"": [""Existing current fact: Sam works at Goldman."", ""New fact: Sam left Goldman and joined Point72.""], ""conflict_classification"": ""employment_transition_conflict"", ""decision"": ""needs_user_choice"", ""entity_resolution"": {""action"": ""same_entity_assumed_from_context"", ""entity_id"": null, ""reason"": ""Both facts refer to Sam in the same employment context, but no persistent entity ID was supplied.""}, ""intent"": ""explain_conflict"", ""memory_cards"": [{""confidence"": ""backend_supplied_current"", ""entities"": [{""name"": ""Sam"", ""role"": ""employee"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""employer"", ""type"": ""organization""}], ""kind"": ""existing_current_fact"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""works_at"", ""subject"": ""Sam""}], ""statement"": ""Sam works at Goldman.""}, {""confidence"": ""backend_supplied_new"", ""entities"": [{""name"": ""Sam"", ""role"": ""employee"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""former_employer"", ""type"": ""organization""}, {""name"": ""Point72"", ""role"": ""employer"", ""type"": ""organization""}], ""kind"": ""new_fact"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""left"", ""subject"": ""Sam""}, {""object"": ""Point72"", ""predicate"": ""joined"", ""subject"": ""Sam""}], ""statement"": ""Sam left Goldman and joined Point72.""}], ""receipt"": {""details"": [""Explained only the backend-supplied safe actions."", ""Did not apply any memory change or present the new fact as current.""], ""success"": true}, ""repair_options"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__conflict_employment_transition__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__conflict_employment_transition__context__0.json
conflict_explainer,openai:gpt-5.5,conflict_employment_transition,punctuation,0,silent_high_confidence_overwrite,"{""conflict_classification"": ""supersedes"", ""must_include"": [""left Goldman"", ""Point72""], ""must_not_include"": [""duplicate""], ""safe_action_space"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}","{""answer"": ""The new fact appears to conflict with the existing current fact. Existing memory says Sam works at Goldman, while the new fact says Sam left Goldman and joined Point72. Safe actions available: approve_supersession to treat the new employment transition as replacing the current Goldman employment fact; keep_both if both should remain because there is ambiguity or they refer to different contexts; reject_new if the new statement is incorrect or should not be stored; edit if the wording needs correction before saving."", ""citations"": [""Existing current fact: Sam works at Goldman"", ""New fact: Sam left Goldman and joined Point72""], ""conflict_classification"": ""employment_transition_conflict"", ""decision"": ""needs_user_decision"", ""entity_resolution"": {""action"": ""same_entity_assumed"", ""entity_id"": null, ""reason"": ""Both facts refer to Sam and Goldman in an employment context, so they appear to describe the same person and employer relationship.""}, ""intent"": ""explain_conflict"", ""memory_cards"": [{""confidence"": ""current_in_memory"", ""entities"": [{""name"": ""Sam"", ""role"": ""employee"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""employer"", ""type"": ""organization""}], ""kind"": ""existing_current_fact"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""works_at"", ""subject"": ""Sam""}], ""statement"": ""Sam works at Goldman""}, {""confidence"": ""new_input"", ""entities"": [{""name"": ""Sam"", ""role"": ""employee"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""former_employer"", ""type"": ""organization""}, {""name"": ""Point72"", ""role"": ""employer"", ""type"": ""organization""}], ""kind"": ""new_fact"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""left"", ""subject"": ""Sam""}, {""object"": ""Point72"", ""predicate"": ""joined"", ""subject"": ""Sam""}], ""statement"": ""Sam left Goldman and joined Point72""}], ""receipt"": {""details"": [""Conflict explanation generated using only backend-supplied safe actions."", ""No durable memory was committed.""], ""success"": true}, ""repair_options"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__conflict_employment_transition__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__conflict_employment_transition__punctuation__0.json
conflict_explainer,openai:gpt-5.5,conflict_correction_like,base,0,silent_high_confidence_overwrite,"{""conflict_classification"": ""correction"", ""must_include"": [""early Coltrane"", ""Bill Evans""], ""safe_action_space"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}","{""answer"": ""The new statement directly conflicts with the existing current fact: the existing fact says Sam from Goldman likes Bill Evans, while the correction says Sam from Goldman actually likes early Coltrane and not Bill Evans. Safe actions available are: approve_supersession to replace the current Bill Evans preference with the corrected early Coltrane preference; keep_both if both statements should remain because the situation is ambiguous or context-dependent; reject_new if the correction is wrong; or edit if the corrected memory should be adjusted before saving."", ""citations"": [], ""conflict_classification"": ""direct_correction"", ""decision"": ""pending_user_choice"", ""entity_resolution"": {""action"": ""match_existing"", ""entity_id"": null, ""reason"": ""The correction refers to the same ambiguous entity label, Sam from Goldman, as the existing current fact.""}, ""intent"": ""explain_conflict"", ""memory_cards"": [{""confidence"": ""current_backend_fact"", ""entities"": [{""name"": ""Sam from Goldman"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Bill Evans"", ""role"": ""liked_artist"", ""type"": ""person""}], ""kind"": ""existing_current_fact"", ""relationships"": [{""object"": ""Bill Evans"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman likes Bill Evans.""}, {""confidence"": ""user_provided_correction"", ""entities"": [{""name"": ""Sam from Goldman"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""early Coltrane"", ""role"": ""liked_object"", ""type"": ""music/style_or_period""}, {""name"": ""Bill Evans"", ""role"": ""negated_liked_artist"", ""type"": ""person""}], ""kind"": ""new_correction"", ""relationships"": [{""object"": ""early Coltrane"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}, {""object"": ""Bill Evans"", ""predicate"": ""does_not_like"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman likes early Coltrane, not Bill Evans.""}], ""receipt"": {""details"": [""Identified a direct conflict between the existing preference and the correction."", ""Did not commit a durable memory change because a safe action choice is required."", ""Preserved ambiguity around the entity label Sam from Goldman.""], ""success"": true}, ""repair_options"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__conflict_correction_like__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__conflict_correction_like__0.json
conflict_explainer,openai:gpt-5.5,conflict_correction_like,context,0,silent_high_confidence_overwrite,"{""conflict_classification"": ""correction"", ""must_include"": [""early Coltrane"", ""Bill Evans""], ""safe_action_space"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}","{""answer"": ""There is a conflict: the current memory says Sam from Goldman likes Bill Evans, while the correction says Sam from Goldman likes early Coltrane, not Bill Evans. Safe actions available are: approve_supersession to replace the current Bill Evans preference with the corrected early Coltrane preference; keep_both if both should remain recorded despite the contradiction or ambiguity; reject_new if the correction should not be stored; or edit to revise the wording before saving."", ""citations"": [""Existing current fact: Sam from Goldman likes Bill Evans."", ""Correction: Sam from Goldman actually likes early Coltrane, not Bill Evans.""], ""conflict_classification"": ""direct_correction_of_existing_current_fact"", ""decision"": ""pending_user_choice"", ""entity_resolution"": {""action"": ""same_entity_assumed_from_context"", ""entity_id"": null, ""reason"": ""Both statements refer to 'Sam from Goldman'; the correction explicitly contrasts early Coltrane with Bill Evans for the same referenced person.""}, ""intent"": ""explain_conflict_and_safe_actions"", ""memory_cards"": [{""confidence"": ""backend_supplied_current"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""disambiguating_affiliation"", ""type"": ""organization""}, {""name"": ""Bill Evans"", ""role"": ""liked_artist"", ""type"": ""person""}], ""kind"": ""existing_current_fact"", ""relationships"": [{""object"": ""Bill Evans"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman likes Bill Evans.""}, {""confidence"": ""user_supplied_correction"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""disambiguating_affiliation"", ""type"": ""organization""}, {""name"": ""early Coltrane"", ""role"": ""liked_artist"", ""type"": ""music/artist-period""}, {""name"": ""Bill Evans"", ""role"": ""negated_liked_artist"", ""type"": ""person""}], ""kind"": ""new_correction"", ""relationships"": [{""object"": ""early Coltrane"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}, {""object"": ""Bill Evans"", ""predicate"": ""does_not_like_in_this_context"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman actually likes early Coltrane, not Bill Evans.""}], ""receipt"": {""details"": [""Explained only the backend-supplied safe actions."", ""Did not commit a durable memory or present the superseded fact as updated current state.""], ""success"": true}, ""repair_options"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__conflict_correction_like__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__conflict_correction_like__context__0.json
conflict_explainer,openai:gpt-5.5,conflict_correction_like,punctuation,0,silent_high_confidence_overwrite,"{""conflict_classification"": ""correction"", ""must_include"": [""early Coltrane"", ""Bill Evans""], ""safe_action_space"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}","{""answer"": ""The new statement appears to correct the existing current fact: it says Sam from Goldman likes early Coltrane, not Bill Evans. Safe options are: approve_supersession to treat the new correction as replacing the old fact, keep_both if you want to preserve both statements despite the conflict, reject_new if the correction should not be stored, or edit to clarify the wording before saving."", ""citations"": [], ""conflict_classification"": ""direct_correction_negating_existing_preference"", ""decision"": ""conflict_detected"", ""entity_resolution"": {""action"": ""same_entity_likely"", ""entity_id"": null, ""reason"": ""Both statements refer to 'Sam from Goldman'; this appears to be the same person, but no durable entity ID was supplied.""}, ""intent"": ""Explain conflict handling for a correction-like update"", ""memory_cards"": [{""confidence"": ""current_but_conflicted"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""affiliation"", ""type"": ""organization""}, {""name"": ""Bill Evans"", ""role"": ""liked_artist"", ""type"": ""person""}], ""kind"": ""existing_current_fact"", ""relationships"": [{""object"": ""Bill Evans"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman likes Bill Evans""}, {""confidence"": ""correction_claim"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""affiliation"", ""type"": ""organization""}, {""name"": ""early Coltrane"", ""role"": ""liked_object"", ""type"": ""music/style_or_artist_period""}, {""name"": ""Bill Evans"", ""role"": ""negated_liked_artist"", ""type"": ""person""}], ""kind"": ""new_correction"", ""relationships"": [{""object"": ""early Coltrane"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}, {""object"": ""Bill Evans"", ""predicate"": ""does_not_like"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman actually likes early Coltrane, not Bill Evans""}], ""receipt"": {""details"": [""Detected a direct conflict between the existing preference for Bill Evans and the new correction favoring early Coltrane."", ""Did not automatically supersede or delete the existing fact."", ""Listed only backend-supplied safe actions.""], ""success"": true}, ""repair_options"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__conflict_correction_like__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__conflict_correction_like__punctuation__0.json
conflict_explainer,openai:gpt-5.5,additive_sam_preferences_001,base,0,silent_high_confidence_overwrite,"{""conflict_classification"": ""additive"", ""must_include"": [""Bill Evans"", ""Sonny Rollins""], ""must_not_include"": [""supersedes Bill Evans""], ""safe_action_space"": [""add_new"", ""keep_existing"", ""edit"", ""cancel""]}","{""answer"": ""This is not a conflict. The existing memory says Sam from Goldman likes Bill Evans, and the new information says Sam from Goldman also likes Sonny Rollins. Because someone can like both artists, the safe action is add_new: keep the existing Bill Evans preference and add a separate Sonny Rollins preference. Other available safe actions are keep_existing, edit, or cancel, but no overwrite or supersession is needed here."", ""citations"": [""Existing memory: Sam from Goldman likes Bill Evans."", ""New: Sam from Goldman also likes Sonny Rollins.""], ""conflict_classification"": ""additive_non_conflict"", ""decision"": ""add_new"", ""entity_resolution"": {""action"": ""keep_existing"", ""entity_id"": null, ""reason"": ""The new statement appears to refer to the same ambiguous person descriptor, Sam from Goldman, and adds another liked artist rather than contradicting the existing preference.""}, ""intent"": ""explain_safe_actions_for_additive_preference"", ""memory_cards"": [{""confidence"": ""high"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""affiliation"", ""type"": ""organization""}, {""name"": ""Bill Evans"", ""role"": ""liked_artist"", ""type"": ""person""}], ""kind"": ""existing"", ""relationships"": [{""object"": ""Bill Evans"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman likes Bill Evans.""}, {""confidence"": ""high"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""affiliation"", ""type"": ""organization""}, {""name"": ""Sonny Rollins"", ""role"": ""liked_artist"", ""type"": ""person""}], ""kind"": ""new"", ""relationships"": [{""object"": ""Sonny Rollins"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman also likes Sonny Rollins.""}], ""receipt"": {""details"": [""Classified as additive non-conflict."", ""Recommended add_new to preserve both preferences."", ""Did not supersede or delete the existing Bill Evans memory.""], ""success"": true}, ""repair_options"": [""add_new"", ""keep_existing"", ""edit"", ""cancel""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__additive_sam_preferences_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__additive_sam_preferences_001__0.json
conflict_explainer,openai:gpt-5.5,additive_sam_preferences_001,context,0,silent_high_confidence_overwrite,"{""conflict_classification"": ""additive"", ""must_include"": [""Bill Evans"", ""Sonny Rollins""], ""must_not_include"": [""supersedes Bill Evans""], ""safe_action_space"": [""add_new"", ""keep_existing"", ""edit"", ""cancel""]}","{""answer"": ""This is not a conflict. The existing memory says Sam from Goldman likes Bill Evans, and the new information says Sam from Goldman also likes Sonny Rollins. Since a person can like multiple artists, the safe action is add_new: keep the Bill Evans preference and add Sonny Rollins as an additional preference. Other available safe actions are keep_existing, edit, or cancel."", ""citations"": [""Existing memory: Sam from Goldman likes Bill Evans."", ""New: Sam from Goldman also likes Sonny Rollins.""], ""conflict_classification"": ""additive_non_conflict"", ""decision"": ""add_new"", ""entity_resolution"": {""action"": ""keep_same_entity"", ""entity_id"": null, ""reason"": ""The new information refers to the same ambiguous entity label, Sam from Goldman, and adds another liked artist rather than replacing the existing preference.""}, ""intent"": ""explain_safe_memory_action"", ""memory_cards"": [{""confidence"": ""existing"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""affiliation"", ""type"": ""organization""}, {""name"": ""Bill Evans"", ""role"": ""liked_artist"", ""type"": ""person""}], ""kind"": ""preference"", ""relationships"": [{""object"": ""Bill Evans"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman likes Bill Evans.""}, {""confidence"": ""new"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""affiliation"", ""type"": ""organization""}, {""name"": ""Sonny Rollins"", ""role"": ""liked_artist"", ""type"": ""person""}], ""kind"": ""preference"", ""relationships"": [{""object"": ""Sonny Rollins"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman also likes Sonny Rollins.""}], ""receipt"": {""details"": [""Classified as additive non-conflict."", ""Recommended add_new because the new preference does not supersede or contradict the existing preference.""], ""success"": true}, ""repair_options"": [""add_new"", ""keep_existing"", ""edit"", ""cancel""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__additive_sam_preferences_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__additive_sam_preferences_001__context__0.json
conflict_explainer,openai:gpt-5.5,additive_sam_preferences_001,punctuation,0,silent_high_confidence_overwrite,"{""conflict_classification"": ""additive"", ""must_include"": [""Bill Evans"", ""Sonny Rollins""], ""must_not_include"": [""supersedes Bill Evans""], ""safe_action_space"": [""add_new"", ""keep_existing"", ""edit"", ""cancel""]}","{""answer"": ""No conflict is apparent. The new statement says Sam from Goldman also likes Sonny Rollins, which adds another liked artist and does not contradict the existing memory that Sam from Goldman likes Bill Evans. Safe actions available: add_new to store the Sonny Rollins preference in addition to the Bill Evans preference; keep_existing to leave only the current Bill Evans memory unchanged; edit to revise the memory text before saving; or cancel to make no change."", ""citations"": [""Existing memory: Sam from Goldman likes Bill Evans"", ""New: Sam from Goldman also likes Sonny Rollins""], ""conflict_classification"": ""additive_non_conflict"", ""decision"": ""add_new"", ""entity_resolution"": {""action"": ""same_entity_assumed_from_text"", ""entity_id"": null, ""reason"": ""Both statements refer to 'Sam from Goldman'; no distinction was provided, so the new preference can be treated as an additional preference for the same referenced person while preserving the existing preference.""}, ""intent"": ""explain_safe_actions_for_memory_update"", ""memory_cards"": [{""confidence"": ""provided"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""affiliation/context"", ""type"": ""organization""}, {""name"": ""Bill Evans"", ""role"": ""liked artist"", ""type"": ""person""}], ""kind"": ""existing"", ""relationships"": [{""object"": ""Bill Evans"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman likes Bill Evans""}, {""confidence"": ""provided"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""affiliation/context"", ""type"": ""organization""}, {""name"": ""Sonny Rollins"", ""role"": ""liked artist"", ""type"": ""person""}], ""kind"": ""new"", ""relationships"": [{""object"": ""Sonny Rollins"", ""predicate"": ""likes"", ""subject"": ""Sam from Goldman""}], ""statement"": ""Sam from Goldman also likes Sonny Rollins""}], ""receipt"": {""details"": [""Classified as additive because liking Sonny Rollins can coexist with liking Bill Evans."", ""No supersession or deletion is implied.""], ""success"": true}, ""repair_options"": [""add_new"", ""keep_existing"", ""edit"", ""cancel""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__additive_sam_preferences_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__additive_sam_preferences_001__punctuation__0.json
conflict_explainer,openai:gpt-5.5,supersession_sam_job_001,base,0,silent_high_confidence_overwrite,"{""conflict_classification_any"": [""supersedes"", ""correction"", ""project_state_update""], ""must_include"": [""Goldman"", ""Point72"", ""supersede""], ""repair_terms"": [""approve"", ""keep both"", ""reject"", ""edit""], ""safe_action_space"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}","{""answer"": ""The new memory may supersede the existing one: the existing memory says Sam currently works at Goldman, while the new memory says Sam left Goldman and joined Point72. Safe options are: approve_supersession to treat the new memory as replacing the old current job fact; keep_both if both should remain because the situation is ambiguous or refers to different times/contexts; reject_new if the new memory is incorrect; or edit to revise the wording before saving."", ""citations"": [""Existing memory: Sam works at Goldman."", ""New memory: Sam left Goldman and joined Point72.""], ""conflict_classification"": ""supersession_candidate"", ""decision"": ""pending_user_choice"", ""entity_resolution"": {""action"": ""same_entity_assumed"", ""entity_id"": null, ""reason"": ""Both memories refer to Sam, but no durable entity ID was supplied.""}, ""intent"": ""explain_memory_conflict"", ""memory_cards"": [{""confidence"": ""unspecified"", ""entities"": [{""name"": ""Sam"", ""role"": ""employee"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""employer"", ""type"": ""organization""}], ""kind"": ""existing"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""works_at"", ""subject"": ""Sam""}], ""statement"": ""Sam works at Goldman.""}, {""confidence"": ""unspecified"", ""entities"": [{""name"": ""Sam"", ""role"": ""employee"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""former_employer"", ""type"": ""organization""}, {""name"": ""Point72"", ""role"": ""employer"", ""type"": ""organization""}], ""kind"": ""new"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""left"", ""subject"": ""Sam""}, {""object"": ""Point72"", ""predicate"": ""joined"", ""subject"": ""Sam""}], ""statement"": ""Sam left Goldman and joined Point72.""}], ""receipt"": {""details"": [""Explained the conflict without committing a durable memory."", ""Did not present the superseded existing fact as current."", ""Listed only backend-supplied safe actions.""], ""success"": true}, ""repair_options"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__supersession_sam_job_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__supersession_sam_job_001__0.json
conflict_explainer,openai:gpt-5.5,supersession_sam_job_001,punctuation,0,silent_high_confidence_overwrite,"{""conflict_classification_any"": [""supersedes"", ""correction"", ""project_state_update""], ""must_include"": [""Goldman"", ""Point72"", ""supersede""], ""repair_terms"": [""approve"", ""keep both"", ""reject"", ""edit""], ""safe_action_space"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}","{""answer"": ""The new memory may supersede the existing one. Existing memory says: “Sam works at Goldman.” New memory says: “Sam left Goldman and joined Point72.” If the new statement is correct and more recent, use approve_supersession. If both should remain because there is ambiguity or they refer to different times/contexts, use keep_both. If the new statement is wrong, use reject_new. If the wording needs correction before saving, use edit."", ""citations"": [""Existing memory: Sam works at Goldman"", ""New memory: Sam left Goldman and joined Point72""], ""conflict_classification"": ""supersession_candidate"", ""decision"": ""pending_user_choice"", ""entity_resolution"": {""action"": ""same_entity_assumed"", ""entity_id"": null, ""reason"": ""Both statements refer to Sam and Goldman; no stable entity ID was provided.""}, ""intent"": ""explain_conflict"", ""memory_cards"": [{""confidence"": ""stored"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""employer"", ""type"": ""organization""}], ""kind"": ""existing"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""works_at"", ""subject"": ""Sam""}], ""statement"": ""Sam works at Goldman""}, {""confidence"": ""uncommitted"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""former_employer"", ""type"": ""organization""}, {""name"": ""Point72"", ""role"": ""employer"", ""type"": ""organization""}], ""kind"": ""new"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""left"", ""subject"": ""Sam""}, {""object"": ""Point72"", ""predicate"": ""joined"", ""subject"": ""Sam""}], ""statement"": ""Sam left Goldman and joined Point72""}], ""receipt"": {""details"": [""Explained only the backend-supplied safe actions."", ""Did not commit the new memory or present it as current."", ""Preserved the existing and new statements separately.""], ""success"": true}, ""repair_options"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__supersession_sam_job_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__supersession_sam_job_001__punctuation__0.json
conflict_explainer,openai:gpt-5.5,supersession_sam_job_001,context,0,silent_high_confidence_overwrite,"{""conflict_classification_any"": [""supersedes"", ""correction"", ""project_state_update""], ""must_include"": [""Goldman"", ""Point72"", ""supersede""], ""repair_terms"": [""approve"", ""keep both"", ""reject"", ""edit""], ""safe_action_space"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}","{""answer"": ""The new statement may supersede the existing memory: existing says Sam works at Goldman, while the new statement says Sam left Goldman and joined Point72. Safe actions available are: approve_supersession to accept the new statement as replacing the older job memory, keep_both to retain both statements if both may be useful or time-scoped, reject_new to keep the existing memory and discard the new one, or edit to clarify the wording before saving."", ""citations"": [""Existing memory: Sam works at Goldman."", ""New: Sam left Goldman and joined Point72.""], ""conflict_classification"": ""supersession_candidate"", ""decision"": ""pending_user_choice"", ""entity_resolution"": {""action"": ""same_entity_assumed_from_context"", ""entity_id"": null, ""reason"": ""Both statements refer to Sam in the supplied context, but no durable update should be committed until the user chooses a safe action.""}, ""intent"": ""explain_conflict"", ""memory_cards"": [{""confidence"": ""backend_supplied"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""employer"", ""type"": ""organization""}], ""kind"": ""existing_memory"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""works_at"", ""subject"": ""Sam""}], ""statement"": ""Sam works at Goldman.""}, {""confidence"": ""backend_supplied"", ""entities"": [{""name"": ""Sam"", ""role"": ""subject"", ""type"": ""person""}, {""name"": ""Goldman"", ""role"": ""former_employer"", ""type"": ""organization""}, {""name"": ""Point72"", ""role"": ""new_employer"", ""type"": ""organization""}], ""kind"": ""new_memory"", ""relationships"": [{""object"": ""Goldman"", ""predicate"": ""left"", ""subject"": ""Sam""}, {""object"": ""Point72"", ""predicate"": ""joined"", ""subject"": ""Sam""}], ""statement"": ""Sam left Goldman and joined Point72.""}], ""receipt"": {""details"": [""Explained the conflict using only backend-supplied safe actions."", ""Did not commit a durable memory update."", ""Did not present the superseded existing memory as current.""], ""success"": true}, ""repair_options"": [""approve_supersession"", ""keep_both"", ""reject_new"", ""edit""]}",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__conflict_explainer__supersession_sam_job_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__conflict_explainer__supersession_sam_job_001__context__0.json
